Instance;RealSolution;Execution;InitialMethod;NumGroupsTEC;TimeTEC;GapTEC;NumGroupsTT;TimeTT;GapTT;TimeTT_TEC;GapTT_TEC;InitialCostFunctions;Algorithm;RunTimeSec;Hipervolume;NumParetoSolutions;CostFunctions;Solutions
instance7_60;506.1 534930.15;0;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;1;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;2;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;3;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;4;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;904;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;5;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;904;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;6;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;904;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;7;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;8;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;9;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;910;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;10;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;901;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;11;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;12;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;909;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;13;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;901;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;14;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;15;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;902;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;16;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;908;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;17;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;905;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;18;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;19;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;909;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;20;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;21;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;901;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;22;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;23;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;24;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;901;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;25;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;900;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;26;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;901;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;27;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;910;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;28;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;906;0.21;2;55.11 512620.73|55.02 518026.58;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,2,0,1,59,52,53,58,47,49,50,51,54,55,56,57,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;29;MILP;5;0.065153122;0;11;19.5829277;0;6.012527466;0;77.17 512620.73|77.08 518026.58;MOGVNS_FI;903;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,28,29,34,19,17,18,22,0,1,2,52,53,58,47,49,50,51,54,55,56,57,59,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;0;Heuristics;0;0;1;0;0;1;0;0;1103.58 515317.52|112.85 517789.45;MOGVNS_FI;901;0.21;2;55.11 512620.73|55.02 518026.58;8,10,4,27,9,12,5,3,16,13,11,6,7,21,14,26,24,25,20,23,15,33,31,28,34,29,30,18,22,17,19,0,1,2,51,49,58,52,54,55,47,53,59,57,50,56,32,39,40,41,42,43,44,45,46,48,35,36,37,38|8,10,4,27,9,12,5,3,16,13,11,6,7,21,14,26,24,25,20,23,15,33,31,34,29,30,28,22,17,19,0,1,2,51,49,58,52,54,55,47,53,56,59,57,50,18,32,39,40,41,42,43,44,45,46,48,35,36,37,38
instance7_60;506.1 534930.15;1;Heuristics;0;0;1;0;0;1;0;0;1103.58 515317.52|112.85 517789.45;MOGVNS_FI;900;0.21;2;55.02 518026.58|55.11 512620.73;12,3,5,16,27,8,9,4,10,13,11,6,7,26,24,25,20,23,14,21,15,33,30,31,34,29,28,19,1,2,0,53,58,52,49,50,51,54,55,56,57,59,47,17,18,22,32,39,40,41,42,43,44,45,46,48,35,36,37,38|10,9,12,5,3,16,8,27,4,13,11,6,7,24,26,25,20,23,14,21,15,33,29,31,30,28,34,19,17,22,18,1,0,2,51,49,58,52,54,53,55,59,47,57,50,56,32,39,40,41,42,43,44,45,46,48,35,36,37,38
