Instance;RealSolution;Execution;InitialMethod;NumGroupsTEC;TimeTEC;GapTEC;NumGroupsTT;TimeTT;GapTT;TimeTT_TEC;GapTT_TEC;InitialCostFunctions;Algorithm;RunTimeSec;Hipervolume;NumParetoSolutions;CostFunctions;Solutions
instance11_69;0 222338.42;0;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1035;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;1;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1036;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;2;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1035;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;3;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1036;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;4;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1038;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;5;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1042;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;6;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1036;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;7;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1036;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;8;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1044;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
instance11_69;0 222338.42;9;MILP;6;0.068792343;0;9;0.033945084;0;1.196716309;0;0.09 192789.41|0 193974.22;MOGVNS_FI;1035;1.21;2;0.09 192789.41|0 193141.78;39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,66,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,16,67,68|39,41,42,46,47,48,49,50,51,63,0,1,2,4,33,34,35,36,37,38,40,43,44,45,52,53,54,55,56,58,59,60,61,62,64,65,19,20,21,22,23,24,27,28,29,30,31,32,57,16,3,5,6,8,9,12,13,14,15,17,18,25,26,7,10,11,68,67,66
